"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",2,"SPL1",2021-02-20 20:46:25
"C2",1.89,"SPL2",2021-02-20 20:46:25
"D2",701,"SPL3",2021-02-20 20:46:25
"E2",609,"SPL4",2021-02-20 20:46:25
"F2",603,"SPL5",2021-02-20 20:46:25
"G2",751,"SPL6",2021-02-20 20:46:25
"B3",729,"SPL7",2021-02-20 20:46:25
"C3",719,"SPL8",2021-02-20 20:46:25
"D3",720,"SPL9",2021-02-20 20:46:25
"E3",607,"SPL10",2021-02-20 20:46:25
"F3",807,"SPL11",2021-02-20 20:46:25
"G3",734,"SPL12",2021-02-20 20:46:25
"B4",749,"SPL13",2021-02-20 20:46:25
"C4",685,"SPL14",2021-02-20 20:46:25
"D4",471,"SPL15",2021-02-20 20:46:25
"E4",699,"SPL16",2021-02-20 20:46:25
"F4",746,"SPL17",2021-02-20 20:46:25
"G4",926,"SPL18",2021-02-20 20:46:25
"B5",741,"SPL19",2021-02-20 20:46:25
"C5",721,"SPL20",2021-02-20 20:46:25
"D5",652,"SPL21",2021-02-20 20:46:25
"E5",734,"SPL22",2021-02-20 20:46:25
"F5",717,"SPL23",2021-02-20 20:46:25
"G5",929,"SPL24",2021-02-20 20:46:25
"B6",695,"SPL25",2021-02-20 20:46:25
"C6",715,"SPL26",2021-02-20 20:46:25
"D6",533,"SPL27",2021-02-20 20:46:25
"E6",625,"SPL28",2021-02-20 20:46:25
"F6",670,"SPL29",2021-02-20 20:46:25
"G6",956,"SPL30",2021-02-20 20:46:25
"B7",690,"SPL31",2021-02-20 20:46:25
"C7",730,"SPL32",2021-02-20 20:46:25
"D7",529,"SPL33",2021-02-20 20:46:25
"E7",746,"SPL34",2021-02-20 20:46:25
"F7",684,"SPL35",2021-02-20 20:46:25
"G7",941,"SPL36",2021-02-20 20:46:25
"B8",610,"SPL37",2021-02-20 20:46:25
"C8",661,"SPL38",2021-02-20 20:46:25
"D8",529,"SPL39",2021-02-20 20:46:25
"E8",657,"SPL40",2021-02-20 20:46:25
"F8",602,"SPL41",2021-02-20 20:46:25
"G8",915,"SPL42",2021-02-20 20:46:25
"B9",655,"SPL43",2021-02-20 20:46:25
"C9",782,"SPL44",2021-02-20 20:46:25
"D9",689,"SPL45",2021-02-20 20:46:25
"E9",680,"SPL46",2021-02-20 20:46:25
"F9",643,"SPL47",2021-02-20 20:46:25
"G9",870,"SPL48",2021-02-20 20:46:25
"B10",609,"SPL49",2021-02-20 20:46:25
"C10",720,"SPL50",2021-02-20 20:46:25
"D10",736,"SPL51",2021-02-20 20:46:25
"E10",625,"SPL52",2021-02-20 20:46:25
"F10",581,"SPL53",2021-02-20 20:46:25
"G10",825,"SPL54",2021-02-20 20:46:25
"B11",803,"SPL55",2021-02-20 20:46:25
"C11",763,"SPL56",2021-02-20 20:46:25
"D11",727,"SPL57",2021-02-20 20:46:25
"E11",711,"SPL58",2021-02-20 20:46:25
"F11",797,"SPL59",2021-02-20 20:46:25
"G11",835,"SPL60",2021-02-20 20:46:25
