"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",276,"SPL1",2020-02-17 12:52:45
"C2",277,"SPL2",2020-02-17 12:52:45
"D2",273,"SPL3",2020-02-17 12:52:45
"E2",242,"SPL4",2020-02-17 12:52:45
"F2",254,"SPL5",2020-02-17 12:52:45
"G2",252,"SPL6",2020-02-17 12:52:45
"B3",229,"SPL7",2020-02-17 12:52:45
"C3",244,"SPL8",2020-02-17 12:52:45
"D3",245,"SPL9",2020-02-17 12:52:45
"E3",221,"SPL10",2020-02-17 12:52:45
"F3",227,"SPL11",2020-02-17 12:52:45
"G3",242,"SPL12",2020-02-17 12:52:45
"B4",191,"SPL13",2020-02-17 12:52:45
"C4",203,"SPL14",2020-02-17 12:52:45
"D4",221,"SPL15",2020-02-17 12:52:45
"E4",204,"SPL16",2020-02-17 12:52:45
"F4",231,"SPL17",2020-02-17 12:52:45
"G4",242,"SPL18",2020-02-17 12:52:45
"B5",190,"SPL19",2020-02-17 12:52:45
"C5",202,"SPL20",2020-02-17 12:52:45
"D5",193,"SPL21",2020-02-17 12:52:45
"E5",192,"SPL22",2020-02-17 12:52:45
"F5",203,"SPL23",2020-02-17 12:52:45
"G5",233,"SPL24",2020-02-17 12:52:45
"B6",203,"SPL25",2020-02-17 12:52:45
"C6",202,"SPL26",2020-02-17 12:52:45
"D6",511,"SPL27",2020-02-17 12:52:45
"E6",266,"SPL28",2020-02-17 12:52:45
"F6",269,"SPL29",2020-02-17 12:52:45
"G6",339,"SPL30",2020-02-17 12:52:45
"B7",215,"SPL31",2020-02-17 12:52:45
"C7",679,"SPL32",2020-02-17 12:52:45
"D7",541,"SPL33",2020-02-17 12:52:45
"E7",594,"SPL34",2020-02-17 12:52:45
"F7",227,"SPL35",2020-02-17 12:52:45
"G7",234,"SPL36",2020-02-17 12:52:45
"B8",276,"SPL37",2020-02-17 12:52:45
"C8",213,"SPL38",2020-02-17 12:52:45
"D8",207,"SPL39",2020-02-17 12:52:45
"E8",232,"SPL40",2020-02-17 12:52:45
"F8",217,"SPL41",2020-02-17 12:52:45
"G8",223,"SPL42",2020-02-17 12:52:45
"B9",317,"SPL43",2020-02-17 12:52:45
"C9",848,"SPL44",2020-02-17 12:52:45
"D9",292,"SPL45",2020-02-17 12:52:45
"E9",247,"SPL46",2020-02-17 12:52:45
"F9",264,"SPL47",2020-02-17 12:52:45
"G9",293,"SPL48",2020-02-17 12:52:45
"B10",232,"SPL49",2020-02-17 12:52:45
"C10",233,"SPL50",2020-02-17 12:52:45
"D10",231,"SPL51",2020-02-17 12:52:45
"E10",240,"SPL52",2020-02-17 12:52:45
"F10",269,"SPL53",2020-02-17 12:52:45
"G10",285,"SPL54",2020-02-17 12:52:45
"B11",202,"SPL55",2020-02-17 12:52:45
"C11",212,"SPL56",2020-02-17 12:52:45
"D11",215,"SPL57",2020-02-17 12:52:45
"E11",227,"SPL58",2020-02-17 12:52:45
"F11",2,"SPL59",2020-02-17 12:52:45
"G11",2,"SPL60",2020-02-17 12:52:45
