"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",528,"SPL1",2020-02-20 14:43:27
"C2",484,"SPL2",2020-02-20 14:43:27
"D2",474,"SPL3",2020-02-20 14:43:27
"E2",427,"SPL4",2020-02-20 14:43:27
"F2",392,"SPL5",2020-02-20 14:43:27
"G2",377,"SPL6",2020-02-20 14:43:27
"B3",409,"SPL7",2020-02-20 14:43:27
"C3",462,"SPL8",2020-02-20 14:43:27
"D3",425,"SPL9",2020-02-20 14:43:27
"E3",313,"SPL10",2020-02-20 14:43:27
"F3",320,"SPL11",2020-02-20 14:43:27
"G3",323,"SPL12",2020-02-20 14:43:27
"B4",306,"SPL13",2020-02-20 14:43:27
"C4",335,"SPL14",2020-02-20 14:43:27
"D4",369,"SPL15",2020-02-20 14:43:27
"E4",303,"SPL16",2020-02-20 14:43:27
"F4",327,"SPL17",2020-02-20 14:43:27
"G4",323,"SPL18",2020-02-20 14:43:27
"B5",310,"SPL19",2020-02-20 14:43:27
"C5",317,"SPL20",2020-02-20 14:43:27
"D5",306,"SPL21",2020-02-20 14:43:27
"E5",288,"SPL22",2020-02-20 14:43:27
"F5",287,"SPL23",2020-02-20 14:43:27
"G5",367,"SPL24",2020-02-20 14:43:27
"B6",366,"SPL25",2020-02-20 14:43:27
"C6",309,"SPL26",2020-02-20 14:43:27
"D6",1249,"SPL27",2020-02-20 14:43:27
"E6",482,"SPL28",2020-02-20 14:43:27
"F6",477,"SPL29",2020-02-20 14:43:27
"G6",531,"SPL30",2020-02-20 14:43:27
"B7",416,"SPL31",2020-02-20 14:43:27
"C7",1442,"SPL32",2020-02-20 14:43:27
"D7",1114,"SPL33",2020-02-20 14:43:27
"E7",1470,"SPL34",2020-02-20 14:43:27
"F7",333,"SPL35",2020-02-20 14:43:27
"G7",327,"SPL36",2020-02-20 14:43:27
"B8",548,"SPL37",2020-02-20 14:43:27
"C8",351,"SPL38",2020-02-20 14:43:27
"D8",322,"SPL39",2020-02-20 14:43:27
"E8",381,"SPL40",2020-02-20 14:43:27
"F8",339,"SPL41",2020-02-20 14:43:27
"G8",349,"SPL42",2020-02-20 14:43:27
"B9",530,"SPL43",2020-02-20 14:43:27
"C9",1551,"SPL44",2020-02-20 14:43:27
"D9",542,"SPL45",2020-02-20 14:43:27
"E9",421,"SPL46",2020-02-20 14:43:27
"F9",447,"SPL47",2020-02-20 14:43:27
"G9",400,"SPL48",2020-02-20 14:43:27
"B10",399,"SPL49",2020-02-20 14:43:27
"C10",414,"SPL50",2020-02-20 14:43:27
"D10",435,"SPL51",2020-02-20 14:43:27
"E10",433,"SPL52",2020-02-20 14:43:27
"F10",451,"SPL53",2020-02-20 14:43:27
"G10",476,"SPL54",2020-02-20 14:43:27
"B11",344,"SPL55",2020-02-20 14:43:27
"C11",354,"SPL56",2020-02-20 14:43:27
"D11",329,"SPL57",2020-02-20 14:43:27
"E11",364,"SPL58",2020-02-20 14:43:27
"F11",0,"SPL59",2020-02-20 14:43:27
"G11",2,"SPL60",2020-02-20 14:43:27
