"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",259,"SPL1",2021-03-03 12:02:50
"C2",78,"SPL2",2021-03-03 12:02:50
"D2",303,"SPL3",2021-03-03 12:02:50
"E2",237,"SPL4",2021-03-03 12:02:50
"F2",136,"SPL5",2021-03-03 12:02:50
"G2",308,"SPL6",2021-03-03 12:02:50
"B3",266,"SPL7",2021-03-03 12:02:50
"C3",63.4,"SPL8",2021-03-03 12:02:50
"D3",284,"SPL9",2021-03-03 12:02:50
"E3",82.3,"SPL10",2021-03-03 12:02:50
"F3",222,"SPL11",2021-03-03 12:02:50
"G3",308,"SPL12",2021-03-03 12:02:50
"B4",262,"SPL13",2021-03-03 12:02:50
"C4",80.6,"SPL14",2021-03-03 12:02:50
"D4",288,"SPL15",2021-03-03 12:02:50
"E4",82.4,"SPL16",2021-03-03 12:02:50
"F4",203,"SPL17",2021-03-03 12:02:50
"G4",299,"SPL18",2021-03-03 12:02:50
"B5",308,"SPL19",2021-03-03 12:02:50
"C5",378,"SPL20",2021-03-03 12:02:50
"D5",314,"SPL21",2021-03-03 12:02:50
"E5",273,"SPL22",2021-03-03 12:02:50
"F5",147,"SPL23",2021-03-03 12:02:50
"G5",41.2,"SPL24",2021-03-03 12:02:50
"B6",299,"SPL25",2021-03-03 12:02:50
"C6",316,"SPL26",2021-03-03 12:02:50
"D6",294,"SPL27",2021-03-03 12:02:50
"E6",304,"SPL28",2021-03-03 12:02:50
"F6",152,"SPL29",2021-03-03 12:02:50
"G6",23.2,"SPL30",2021-03-03 12:02:50
"B7",302,"SPL31",2021-03-03 12:02:50
"C7",254,"SPL32",2021-03-03 12:02:50
"D7",305,"SPL33",2021-03-03 12:02:50
"E7",280,"SPL34",2021-03-03 12:02:50
"F7",149,"SPL35",2021-03-03 12:02:50
"G7",32.6,"SPL36",2021-03-03 12:02:50
"B8",273,"SPL37",2021-03-03 12:02:50
"C8",258,"SPL38",2021-03-03 12:02:50
"D8",325,"SPL39",2021-03-03 12:02:50
"E8",281,"SPL40",2021-03-03 12:02:50
"F8",336,"SPL41",2021-03-03 12:02:50
"G8",204,"SPL42",2021-03-03 12:02:50
"B9",251,"SPL43",2021-03-03 12:02:50
"C9",267,"SPL44",2021-03-03 12:02:50
"D9",278,"SPL45",2021-03-03 12:02:50
"E9",229,"SPL46",2021-03-03 12:02:50
"F9",243,"SPL47",2021-03-03 12:02:50
"G9",252,"SPL48",2021-03-03 12:02:50
"B10",259,"SPL49",2021-03-03 12:02:50
"C10",263,"SPL50",2021-03-03 12:02:50
"D10",252,"SPL51",2021-03-03 12:02:50
"E10",212,"SPL52",2021-03-03 12:02:50
"F10",233,"SPL53",2021-03-03 12:02:50
"G10",239,"SPL54",2021-03-03 12:02:50
"B11",270,"SPL55",2021-03-03 12:02:50
"C11",235,"SPL56",2021-03-03 12:02:50
"D11",222,"SPL57",2021-03-03 12:02:50
"E11",227,"SPL58",2021-03-03 12:02:50
"F11",2.56,"SPL59",2021-03-03 12:02:50
"G11",2,"SPL60",2021-03-03 12:02:50
