"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",3.78,"SPL1",2021-02-22 18:07:15
"C2",4,"SPL2",2021-02-22 18:07:15
"D2",4.22,"SPL3",2021-02-22 18:07:15
"E2",3.89,"SPL4",2021-02-22 18:07:15
"F2",4.33,"SPL5",2021-02-22 18:07:15
"G2",4.44,"SPL6",2021-02-22 18:07:15
"B3",5.33,"SPL7",2021-02-22 18:07:15
"C3",4.44,"SPL8",2021-02-22 18:07:15
"D3",2.78,"SPL9",2021-02-22 18:07:15
"E3",3.67,"SPL10",2021-02-22 18:07:15
"F3",3.78,"SPL11",2021-02-22 18:07:15
"G3",3.78,"SPL12",2021-02-22 18:07:15
"B4",5.22,"SPL13",2021-02-22 18:07:15
"C4",4.11,"SPL14",2021-02-22 18:07:15
"D4",4.44,"SPL15",2021-02-22 18:07:15
"E4",3.67,"SPL16",2021-02-22 18:07:15
"F4",4.33,"SPL17",2021-02-22 18:07:15
"G4",2.44,"SPL18",2021-02-22 18:07:15
"B5",4.67,"SPL19",2021-02-22 18:07:15
"C5",2.33,"SPL20",2021-02-22 18:07:15
"D5",4.56,"SPL21",2021-02-22 18:07:15
"E5",4.67,"SPL22",2021-02-22 18:07:15
"F5",3.22,"SPL23",2021-02-22 18:07:15
"G5",3.56,"SPL24",2021-02-22 18:07:15
"B6",4,"SPL25",2021-02-22 18:07:15
"C6",4.11,"SPL26",2021-02-22 18:07:15
"D6",4.44,"SPL27",2021-02-22 18:07:15
"E6",5.22,"SPL28",2021-02-22 18:07:15
"F6",2.78,"SPL29",2021-02-22 18:07:15
"G6",3.67,"SPL30",2021-02-22 18:07:15
"B7",4.89,"SPL31",2021-02-22 18:07:15
"C7",3.33,"SPL32",2021-02-22 18:07:15
"D7",4.67,"SPL33",2021-02-22 18:07:15
"E7",4.22,"SPL34",2021-02-22 18:07:15
"F7",5,"SPL35",2021-02-22 18:07:15
"G7",4.67,"SPL36",2021-02-22 18:07:15
"B8",3.89,"SPL37",2021-02-22 18:07:15
"C8",4.33,"SPL38",2021-02-22 18:07:15
"D8",2.89,"SPL39",2021-02-22 18:07:15
"E8",3.67,"SPL40",2021-02-22 18:07:15
"F8",5,"SPL41",2021-02-22 18:07:15
"G8",3.78,"SPL42",2021-02-22 18:07:15
"B9",3.67,"SPL43",2021-02-22 18:07:15
"C9",3.56,"SPL44",2021-02-22 18:07:15
"D9",3.11,"SPL45",2021-02-22 18:07:15
"E9",3.56,"SPL46",2021-02-22 18:07:15
"F9",4.44,"SPL47",2021-02-22 18:07:15
"G9",4.56,"SPL48",2021-02-22 18:07:15
"B10",3.89,"SPL49",2021-02-22 18:07:15
"C10",3.11,"SPL50",2021-02-22 18:07:15
"D10",3.44,"SPL51",2021-02-22 18:07:15
"E10",4.56,"SPL52",2021-02-22 18:07:15
"F10",4.11,"SPL53",2021-02-22 18:07:15
"G10",4.33,"SPL54",2021-02-22 18:07:15
"B11",4.33,"SPL55",2021-02-22 18:07:15
"C11",4.44,"SPL56",2021-02-22 18:07:15
"D11",4.78,"SPL57",2021-02-22 18:07:15
"E11",3.44,"SPL58",2021-02-22 18:07:15
"F11",2.56,"SPL59",2021-02-22 18:07:15
"G11",2,"SPL60",2021-02-22 18:07:15
