"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",189,"SPL1",2021-02-26 16:05:52
"C2",45.1,"SPL2",2021-02-26 16:05:52
"D2",73.6,"SPL3",2021-02-26 16:05:52
"E2",67.3,"SPL4",2021-02-26 16:05:52
"F2",14.2,"SPL5",2021-02-26 16:05:52
"G2",150,"SPL6",2021-02-26 16:05:52
"B3",187,"SPL7",2021-02-26 16:05:52
"C3",39.3,"SPL8",2021-02-26 16:05:52
"D3",77.8,"SPL9",2021-02-26 16:05:52
"E3",73.6,"SPL10",2021-02-26 16:05:52
"F3",13.8,"SPL11",2021-02-26 16:05:52
"G3",135,"SPL12",2021-02-26 16:05:52
"B4",182,"SPL13",2021-02-26 16:05:52
"C4",43.2,"SPL14",2021-02-26 16:05:52
"D4",75.8,"SPL15",2021-02-26 16:05:52
"E4",74.7,"SPL16",2021-02-26 16:05:52
"F4",9.56,"SPL17",2021-02-26 16:05:52
"G4",129,"SPL18",2021-02-26 16:05:52
"B5",147,"SPL19",2021-02-26 16:05:52
"C5",53,"SPL20",2021-02-26 16:05:52
"D5",50.7,"SPL21",2021-02-26 16:05:52
"E5",56.7,"SPL22",2021-02-26 16:05:52
"F5",64,"SPL23",2021-02-26 16:05:52
"G5",112,"SPL24",2021-02-26 16:05:52
"B6",131,"SPL25",2021-02-26 16:05:52
"C6",37.2,"SPL26",2021-02-26 16:05:52
"D6",53.1,"SPL27",2021-02-26 16:05:52
"E6",58.1,"SPL28",2021-02-26 16:05:52
"F6",66.8,"SPL29",2021-02-26 16:05:52
"G6",44.4,"SPL30",2021-02-26 16:05:52
"B7",118,"SPL31",2021-02-26 16:05:52
"C7",51.9,"SPL32",2021-02-26 16:05:52
"D7",51.1,"SPL33",2021-02-26 16:05:52
"E7",64.9,"SPL34",2021-02-26 16:05:52
"F7",59.2,"SPL35",2021-02-26 16:05:52
"G7",46.9,"SPL36",2021-02-26 16:05:52
"B8",177,"SPL37",2021-02-26 16:05:52
"C8",83,"SPL38",2021-02-26 16:05:52
"D8",35.4,"SPL39",2021-02-26 16:05:52
"E8",27.1,"SPL40",2021-02-26 16:05:52
"F8",112,"SPL41",2021-02-26 16:05:52
"G8",73.8,"SPL42",2021-02-26 16:05:52
"B9",170,"SPL43",2021-02-26 16:05:52
"C9",82.1,"SPL44",2021-02-26 16:05:52
"D9",54,"SPL45",2021-02-26 16:05:52
"E9",25.9,"SPL46",2021-02-26 16:05:52
"F9",99.2,"SPL47",2021-02-26 16:05:52
"G9",78.7,"SPL48",2021-02-26 16:05:52
"B10",179,"SPL49",2021-02-26 16:05:52
"C10",95.1,"SPL50",2021-02-26 16:05:52
"D10",52.6,"SPL51",2021-02-26 16:05:52
"E10",30.8,"SPL52",2021-02-26 16:05:52
"F10",100,"SPL53",2021-02-26 16:05:52
"G10",87.2,"SPL54",2021-02-26 16:05:52
"B11",59,"SPL55",2021-02-26 16:05:52
"C11",38.7,"SPL56",2021-02-26 16:05:52
"D11",37.9,"SPL57",2021-02-26 16:05:52
"E11",43.4,"SPL58",2021-02-26 16:05:52
"F11",2,"SPL59",2021-02-26 16:05:52
"G11",1.33,"SPL60",2021-02-26 16:05:52
