"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",15.3,"SPL1",2021-02-24 14:39:37
"C2",10.3,"SPL2",2021-02-24 14:39:37
"D2",12.3,"SPL3",2021-02-24 14:39:37
"E2",10.3,"SPL4",2021-02-24 14:39:37
"F2",6.56,"SPL5",2021-02-24 14:39:37
"G2",13.7,"SPL6",2021-02-24 14:39:37
"B3",14.4,"SPL7",2021-02-24 14:39:37
"C3",8.33,"SPL8",2021-02-24 14:39:37
"D3",11.7,"SPL9",2021-02-24 14:39:37
"E3",11.6,"SPL10",2021-02-24 14:39:37
"F3",9.22,"SPL11",2021-02-24 14:39:37
"G3",13.6,"SPL12",2021-02-24 14:39:37
"B4",15.4,"SPL13",2021-02-24 14:39:37
"C4",10,"SPL14",2021-02-24 14:39:37
"D4",12.2,"SPL15",2021-02-24 14:39:37
"E4",9.89,"SPL16",2021-02-24 14:39:37
"F4",8,"SPL17",2021-02-24 14:39:37
"G4",11.9,"SPL18",2021-02-24 14:39:37
"B5",14.3,"SPL19",2021-02-24 14:39:37
"C5",10.4,"SPL20",2021-02-24 14:39:37
"D5",11.1,"SPL21",2021-02-24 14:39:37
"E5",11.3,"SPL22",2021-02-24 14:39:37
"F5",12.4,"SPL23",2021-02-24 14:39:37
"G5",10.9,"SPL24",2021-02-24 14:39:37
"B6",12.6,"SPL25",2021-02-24 14:39:37
"C6",8.89,"SPL26",2021-02-24 14:39:37
"D6",10.6,"SPL27",2021-02-24 14:39:37
"E6",11.1,"SPL28",2021-02-24 14:39:37
"F6",14.1,"SPL29",2021-02-24 14:39:37
"G6",10.8,"SPL30",2021-02-24 14:39:37
"B7",11.8,"SPL31",2021-02-24 14:39:37
"C7",10.2,"SPL32",2021-02-24 14:39:37
"D7",8.67,"SPL33",2021-02-24 14:39:37
"E7",13.1,"SPL34",2021-02-24 14:39:37
"F7",10.8,"SPL35",2021-02-24 14:39:37
"G7",10.4,"SPL36",2021-02-24 14:39:37
"B8",13.2,"SPL37",2021-02-24 14:39:37
"C8",12,"SPL38",2021-02-24 14:39:37
"D8",7.89,"SPL39",2021-02-24 14:39:37
"E8",9.56,"SPL40",2021-02-24 14:39:37
"F8",10.4,"SPL41",2021-02-24 14:39:37
"G8",11.3,"SPL42",2021-02-24 14:39:37
"B9",15.1,"SPL43",2021-02-24 14:39:37
"C9",13.2,"SPL44",2021-02-24 14:39:37
"D9",8.78,"SPL45",2021-02-24 14:39:37
"E9",8.78,"SPL46",2021-02-24 14:39:37
"F9",11.4,"SPL47",2021-02-24 14:39:37
"G9",10.6,"SPL48",2021-02-24 14:39:37
"B10",14.7,"SPL49",2021-02-24 14:39:37
"C10",13,"SPL50",2021-02-24 14:39:37
"D10",8.67,"SPL51",2021-02-24 14:39:37
"E10",9.78,"SPL52",2021-02-24 14:39:37
"F10",10.4,"SPL53",2021-02-24 14:39:37
"G10",12.7,"SPL54",2021-02-24 14:39:37
"B11",15.3,"SPL55",2021-02-24 14:39:37
"C11",6.56,"SPL56",2021-02-24 14:39:37
"D11",9.33,"SPL57",2021-02-24 14:39:37
"E11",10.8,"SPL58",2021-02-24 14:39:37
"F11",3,"SPL59",2021-02-24 14:39:37
"G11",1.56,"SPL60",2021-02-24 14:39:37
