"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",4.89,"SPL1",2021-02-23 11:07:04
"C2",4.44,"SPL2",2021-02-23 11:07:04
"D2",5.33,"SPL3",2021-02-23 11:07:04
"E2",6.22,"SPL4",2021-02-23 11:07:04
"F2",4.44,"SPL5",2021-02-23 11:07:04
"G2",5.67,"SPL6",2021-02-23 11:07:04
"B3",4.78,"SPL7",2021-02-23 11:07:04
"C3",4.22,"SPL8",2021-02-23 11:07:04
"D3",5.11,"SPL9",2021-02-23 11:07:04
"E3",4.89,"SPL10",2021-02-23 11:07:04
"F3",4.33,"SPL11",2021-02-23 11:07:04
"G3",5.22,"SPL12",2021-02-23 11:07:04
"B4",5.22,"SPL13",2021-02-23 11:07:04
"C4",5.44,"SPL14",2021-02-23 11:07:04
"D4",5.11,"SPL15",2021-02-23 11:07:04
"E4",5,"SPL16",2021-02-23 11:07:04
"F4",5,"SPL17",2021-02-23 11:07:04
"G4",4.78,"SPL18",2021-02-23 11:07:04
"B5",6,"SPL19",2021-02-23 11:07:04
"C5",4.11,"SPL20",2021-02-23 11:07:04
"D5",5.11,"SPL21",2021-02-23 11:07:04
"E5",5.44,"SPL22",2021-02-23 11:07:04
"F5",4.89,"SPL23",2021-02-23 11:07:04
"G5",4.89,"SPL24",2021-02-23 11:07:04
"B6",5.11,"SPL25",2021-02-23 11:07:04
"C6",5.44,"SPL26",2021-02-23 11:07:04
"D6",5.22,"SPL27",2021-02-23 11:07:04
"E6",5,"SPL28",2021-02-23 11:07:04
"F6",5.33,"SPL29",2021-02-23 11:07:04
"G6",4.11,"SPL30",2021-02-23 11:07:04
"B7",5.22,"SPL31",2021-02-23 11:07:04
"C7",4.33,"SPL32",2021-02-23 11:07:04
"D7",4.44,"SPL33",2021-02-23 11:07:04
"E7",4.89,"SPL34",2021-02-23 11:07:04
"F7",5.44,"SPL35",2021-02-23 11:07:04
"G7",4.89,"SPL36",2021-02-23 11:07:04
"B8",5.11,"SPL37",2021-02-23 11:07:04
"C8",5.56,"SPL38",2021-02-23 11:07:04
"D8",4.33,"SPL39",2021-02-23 11:07:04
"E8",4.78,"SPL40",2021-02-23 11:07:04
"F8",5.22,"SPL41",2021-02-23 11:07:04
"G8",5.67,"SPL42",2021-02-23 11:07:04
"B9",4.44,"SPL43",2021-02-23 11:07:04
"C9",4.22,"SPL44",2021-02-23 11:07:04
"D9",4.33,"SPL45",2021-02-23 11:07:04
"E9",4.33,"SPL46",2021-02-23 11:07:04
"F9",4.67,"SPL47",2021-02-23 11:07:04
"G9",5.33,"SPL48",2021-02-23 11:07:04
"B10",6,"SPL49",2021-02-23 11:07:04
"C10",4.67,"SPL50",2021-02-23 11:07:04
"D10",6.22,"SPL51",2021-02-23 11:07:04
"E10",5.44,"SPL52",2021-02-23 11:07:04
"F10",4.44,"SPL53",2021-02-23 11:07:04
"G10",5.22,"SPL54",2021-02-23 11:07:04
"B11",5,"SPL55",2021-02-23 11:07:04
"C11",5.56,"SPL56",2021-02-23 11:07:04
"D11",4.78,"SPL57",2021-02-23 11:07:04
"E11",5.22,"SPL58",2021-02-23 11:07:04
"F11",2,"SPL59",2021-02-23 11:07:04
"G11",2.67,"SPL60",2021-02-23 11:07:04
