"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",264,"SPL1",2021-02-05 13:35:39
"C2",275,"SPL2",2021-02-05 13:35:39
"D2",296,"SPL3",2021-02-05 13:35:39
"E2",268,"SPL4",2021-02-05 13:35:39
"F2",260,"SPL5",2021-02-05 13:35:39
"G2",297,"SPL6",2021-02-05 13:35:39
"B3",340,"SPL7",2021-02-05 13:35:39
"C3",294,"SPL8",2021-02-05 13:35:39
"D3",200,"SPL9",2021-02-05 13:35:39
"E3",273,"SPL10",2021-02-05 13:35:39
"F3",283,"SPL11",2021-02-05 13:35:39
"G3",282,"SPL12",2021-02-05 13:35:39
"B4",327,"SPL13",2021-02-05 13:35:39
"C4",286,"SPL14",2021-02-05 13:35:39
"D4",284,"SPL15",2021-02-05 13:35:39
"E4",276,"SPL16",2021-02-05 13:35:39
"F4",298,"SPL17",2021-02-05 13:35:39
"G4",270,"SPL18",2021-02-05 13:35:39
"B5",337,"SPL19",2021-02-05 13:35:39
"C5",321,"SPL20",2021-02-05 13:35:39
"D5",256,"SPL21",2021-02-05 13:35:39
"E5",307,"SPL22",2021-02-05 13:35:39
"F5",265,"SPL23",2021-02-05 13:35:39
"G5",282,"SPL24",2021-02-05 13:35:39
"B6",323,"SPL25",2021-02-05 13:35:39
"C6",326,"SPL26",2021-02-05 13:35:39
"D6",283,"SPL27",2021-02-05 13:35:39
"E6",276,"SPL28",2021-02-05 13:35:39
"F6",275,"SPL29",2021-02-05 13:35:39
"G6",286,"SPL30",2021-02-05 13:35:39
"B7",315,"SPL31",2021-02-05 13:35:39
"C7",329,"SPL32",2021-02-05 13:35:39
"D7",267,"SPL33",2021-02-05 13:35:39
"E7",294,"SPL34",2021-02-05 13:35:39
"F7",305,"SPL35",2021-02-05 13:35:39
"G7",287,"SPL36",2021-02-05 13:35:39
"B8",299,"SPL37",2021-02-05 13:35:39
"C8",301,"SPL38",2021-02-05 13:35:39
"D8",271,"SPL39",2021-02-05 13:35:39
"E8",281,"SPL40",2021-02-05 13:35:39
"F8",252,"SPL41",2021-02-05 13:35:39
"G8",272,"SPL42",2021-02-05 13:35:39
"B9",322,"SPL43",2021-02-05 13:35:39
"C9",289,"SPL44",2021-02-05 13:35:39
"D9",291,"SPL45",2021-02-05 13:35:39
"E9",290,"SPL46",2021-02-05 13:35:39
"F9",285,"SPL47",2021-02-05 13:35:39
"G9",286,"SPL48",2021-02-05 13:35:39
"B10",336,"SPL49",2021-02-05 13:35:39
"C10",279,"SPL50",2021-02-05 13:35:39
"D10",284,"SPL51",2021-02-05 13:35:39
"E10",276,"SPL52",2021-02-05 13:35:39
"F10",250,"SPL53",2021-02-05 13:35:39
"G10",296,"SPL54",2021-02-05 13:35:39
"B11",327,"SPL55",2021-02-05 13:35:39
"C11",189,"SPL56",2021-02-05 13:35:39
"D11",201,"SPL57",2021-02-05 13:35:39
"E11",183,"SPL58",2021-02-05 13:35:39
"F11",2,"SPL59",2021-02-05 13:35:39
"G11",2,"SPL60",2021-02-05 13:35:39
