"Well","Mean RFU [ChlA_100:460,685]","Well ID","Reading Date/Time"
"B2",504,"SPL1",2021-02-17 15:34:22
"C2",429,"SPL2",2021-02-17 15:34:22
"D2",496,"SPL3",2021-02-17 15:34:22
"E2",355,"SPL4",2021-02-17 15:34:22
"F2",370,"SPL5",2021-02-17 15:34:22
"G2",463,"SPL6",2021-02-17 15:34:22
"B3",531,"SPL7",2021-02-17 15:34:22
"C3",381,"SPL8",2021-02-17 15:34:22
"D3",333,"SPL9",2021-02-17 15:34:22
"E3",323,"SPL10",2021-02-17 15:34:22
"F3",425,"SPL11",2021-02-17 15:34:22
"G3",409,"SPL12",2021-02-17 15:34:22
"B4",355,"SPL13",2021-02-17 15:34:22
"C4",386,"SPL14",2021-02-17 15:34:22
"D4",409,"SPL15",2021-02-17 15:34:22
"E4",376,"SPL16",2021-02-17 15:34:22
"F4",397,"SPL17",2021-02-17 15:34:22
"G4",426,"SPL18",2021-02-17 15:34:22
"B5",411,"SPL19",2021-02-17 15:34:22
"C5",376,"SPL20",2021-02-17 15:34:22
"D5",452,"SPL21",2021-02-17 15:34:22
"E5",556,"SPL22",2021-02-17 15:34:22
"F5",354,"SPL23",2021-02-17 15:34:22
"G5",392,"SPL24",2021-02-17 15:34:22
"B6",422,"SPL25",2021-02-17 15:34:22
"C6",377,"SPL26",2021-02-17 15:34:22
"D6",500,"SPL27",2021-02-17 15:34:22
"E6",459,"SPL28",2021-02-17 15:34:22
"F6",371,"SPL29",2021-02-17 15:34:22
"G6",456,"SPL30",2021-02-17 15:34:22
"B7",367,"SPL31",2021-02-17 15:34:22
"C7",449,"SPL32",2021-02-17 15:34:22
"D7",493,"SPL33",2021-02-17 15:34:22
"E7",490,"SPL34",2021-02-17 15:34:22
"F7",391,"SPL35",2021-02-17 15:34:22
"G7",473,"SPL36",2021-02-17 15:34:22
"B8",445,"SPL37",2021-02-17 15:34:22
"C8",440,"SPL38",2021-02-17 15:34:22
"D8",439,"SPL39",2021-02-17 15:34:22
"E8",522,"SPL40",2021-02-17 15:34:22
"F8",382,"SPL41",2021-02-17 15:34:22
"G8",471,"SPL42",2021-02-17 15:34:22
"B9",437,"SPL43",2021-02-17 15:34:22
"C9",430,"SPL44",2021-02-17 15:34:22
"D9",437,"SPL45",2021-02-17 15:34:22
"E9",534,"SPL46",2021-02-17 15:34:22
"F9",382,"SPL47",2021-02-17 15:34:22
"G9",400,"SPL48",2021-02-17 15:34:22
"B10",447,"SPL49",2021-02-17 15:34:22
"C10",435,"SPL50",2021-02-17 15:34:22
"D10",440,"SPL51",2021-02-17 15:34:22
"E10",443,"SPL52",2021-02-17 15:34:22
"F10",372,"SPL53",2021-02-17 15:34:22
"G10",411,"SPL54",2021-02-17 15:34:22
"B11",517,"SPL55",2021-02-17 15:34:22
"C11",491,"SPL56",2021-02-17 15:34:22
"D11",480,"SPL57",2021-02-17 15:34:22
"E11",392,"SPL58",2021-02-17 15:34:22
"F11",1.22,"SPL59",2021-02-17 15:34:22
"G11",1.78,"SPL60",2021-02-17 15:34:22
